Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Accounts Receivable,4225.1,3830.8,5219,5984,7414,7368,7054,6687,8607.54,6331.35,,CIEINDIA
Other Receivables,,298.5,458,674,644,408,1223,1552,1052.14,1765.57,,CIEINDIA
Notes Receivable,,28.5,12,43,31,10,8,,54.6,87.93,,CIEINDIA
Total Receivables,4225.1,4157.8,5689,6701,8089,7786,8285,8239,9714.28,8184.85,,CIEINDIA
Inventory,6849.6,7188.7,8352,9898,12286,10566,10062,13486,12108.04,11626.05,,CIEINDIA
Prepaid Exp.,45,116.5,148,141,138,182,215,252,201,313.01,,CIEINDIA
Restricted Cash,,,1,1,1,1,1,1,3.88,,,CIEINDIA
Other Current Assets,1301,989.6,1268,3242,1679,824,993,1102,10918.42,1410.66,,CIEINDIA
Total Current Assets,13806.7,13616.9,16756,21197,30112,21732,24775,28795,39222.14,31471.22,,CIEINDIA
"Gross Property, Plant & Equipment",47909,16854,23611,28636,32810,42415,53128,51129,49252.94,54059.68,,CIEINDIA
Accumulated Depreciation,-31899.2,-1265.8,-4964,-9020,-12010,-17011,-23419,-20544,-20921,-24228.1,,CIEINDIA
"Net Property, Plant & Equipment",16009.8,15588.2,18647,19616,20800,25404,29709,30585,28331.94,29831.61,,CIEINDIA
Long-term Investments,76.9,7.9,36,14,15,80,87,246,321.43,391.04,,CIEINDIA
Goodwill,16380.7,17714.2,27338,28364,29111,35260,37554,36265,28039.52,28540.24,,CIEINDIA
Other Intangibles,107.5,183.8,110,73,60,283,273,263,290.13,269.41,,CIEINDIA
Loans Receivable Long-Term,4.5,826.2,2426,2389,1387,568,,820,1687.18,4894.91,,CIEINDIA
"Deferred Tax Assets, LT",1307.3,2020.1,2634,2554,2553,1384,1535,1349,85.05,93.32,,CIEINDIA
"Deferred Charges, LT",2.9,2.4,45,52,41,30,0,0,0,0,,CIEINDIA
Other Long-Term Assets,2142.8,2064.1,1325,1656,1749,2270,1237,1232,1305.16,2127.39,,CIEINDIA
Total Assets,49839.1,52023.8,69317,75915,85828,87011,95170,99555,99282.55,97619.14,,CIEINDIA
LIABILITIES,,,,,,,,,,,,CIEINDIA
Accounts Payable,10476.8,13991.2,15260,15743,16838,14771,14590,19385,21349.88,19341.14,,CIEINDIA
Accrued Exp.,1719,1639.5,1612,4125,2140,2361,3057,2907,2237.92,2295.91,,CIEINDIA
Short-term Borrowings,953.8,3108.3,4296,1796,4404,6435,7103,2557,3845,2658.97,,CIEINDIA
Curr. Port. of LT Debt,308,220.1,296,,,,,3737,4200.21,4365.28,,CIEINDIA
Curr. Port. of Leases,,,,,,,382,316,186.67,185.67,,CIEINDIA
Curr. Income Taxes Payable,,138,215,696,1206,441,245,894,604.62,595.77,,CIEINDIA
"Unearned Revenue, Current",130,15.4,120,168,136,329,278,222,405.03,644.61,,CIEINDIA
Other Current Liabilities,253.4,1362.5,581,956,1349,1646,1781,1334,8347.57,940.05,,CIEINDIA
Total Current Liabilities,13841,20475,22380,23484,26073,25983,27436,31352,41176.9,31027.4,,CIEINDIA
Long-Term Debt,14229.2,7518.2,9325,10173,11730,8256,9373,6522,1188.29,1009.23,,CIEINDIA
Long-Term Leases,,,,,,,2137,1737,425.06,335,,CIEINDIA
"Unearned Revenue, Non-Current",,419.1,348,,347,254,558,760,881.45,744.35,,CIEINDIA
Pension & Other Post-Retire. Benefits,1914,1939.5,1950,1990,2440,2651,2843,2474,510.21,519.35,,CIEINDIA
"Def. Tax Liability, Non-Curr.",333.1,591.5,968,924,988,2296,2771,3808,3284.5,3331.14,,CIEINDIA
Other Non-Current Liabilities,501.5,1014.6,1683,2188,1359,1233,972,936,831.29,772.99,,CIEINDIA
Total Liabilities,30818.8,31957.9,36654,38759,42937,40673,46090,47589,48297.7,37739.46,,CIEINDIA
Common Stock,3229.8,3233.4,3781,3784,3788,3790,3790,3791,3793.18,3793.62,,CIEINDIA
Additional Paid In Capital,4949.8,4986.8,15079,15142,15234,15285,15285,15300,15360,15371.84,,CIEINDIA
Retained Earnings,3423.3,3646.5,5728,9312,14293,17831,18895,22824,20513.67,30816.73,,CIEINDIA
Treasury Stock,,,,,,,,,,,,CIEINDIA
Comprehensive Inc. and Other,7262.3,8199.2,8075,8918,9576,9432,11110,10051,11318,9897.49,,CIEINDIA
Total Common Equity,18865.2,20065.9,32663,37156,42891,46338,49080,51966,50984.85,59879.68,59879.68,CIEINDIA
Minority Interest,155.1,,,,,,,,,,,CIEINDIA
Total Equity,19020.3,20065.9,32663,37156,42891,46338,49080,51966,50984.85,59879.68,59879.68,CIEINDIA
Total Liabilities And Equity,49839.1,52023.8,69317,75915,85828,87011,95170,99555,99282.55,97619.14,,CIEINDIA
Supplemental Items,,,,,,,,,,,,CIEINDIA
Total Shares Out. on Filing Date,322.976262,322.976262,378.088265,378.367242,378.780932,379.010682,379.010682,379.050955,379.317379,379.362377,379.075657,CIEINDIA
Total Shares Out. on Balance Sheet Date,322.976262,322.976262,378.088265,378.367242,378.780932,379.010682,379.010682,379.050955,379.317379,379.362377,379.075657,CIEINDIA
Book Value/Share,58.410484,62.128095,86.38988,98.20089,113.234316,122.260406,129.49503,137.095024,134.412111,157.842958,157.731079,CIEINDIA
Tangible Book Value,2377,2167.9,5215,8719,13720,10795,11253,15438,22655.2,31070.03,31070.03,CIEINDIA
Tangible Book Value/Share,7.359674,6.712258,13.793075,23.043749,36.221464,28.482046,29.690456,40.728033,59.726237,81.900662,81.842611,CIEINDIA
Total Debt,15491,10846.6,13917,11969,16134,14691,18995,14869,9845.23,8554.15,8554.15,CIEINDIA
Net Debt,14105,9682.3,12619,10755,8215,12318,13776,9154,3568.71,-1382.5,-1647.6,CIEINDIA
Debt Equiv. of Unfunded Proj. Benefit Obligation,1968.8,1980.9,1993,2067,2212,2539,2671,2370,1826.21,248.28,,CIEINDIA
Debt Equivalent Oper. Leases,2796,,,,,,464,424,1865.04,2028.72,,CIEINDIA
Total Minority Interest,155.1,,,,,,,,,,,CIEINDIA
Equity Method Investments,,,,5,5,74,81,227,310.43,380.04,,CIEINDIA
Inventory Method,,,,,,,,,,,,CIEINDIA
Raw Materials Inventory,1446.8,627,1147,1826,3916,2206,2493,3687,3435.96,2803,,CIEINDIA
Work in Progress Inventory,3103.7,2547.1,2898,4014,4552,4364,4058,5041,4459.96,3956.58,,CIEINDIA
Finished Goods Inventory,1453.1,1927.2,2203,2202,3033,2738,2259,2972,2795.14,2848.57,,CIEINDIA
Other Inventory Accounts,846,2087.4,2104,1856,785,1258,1252,1786,1416.98,2017.9,,CIEINDIA
Land,1250.2,1536.4,2087,2181,2230,2920,3068,2999,2719,2590.61,,CIEINDIA
Buildings,5853.7,2576.2,3191,3726,4103,5426,6191,6431,6924,7498.71,,CIEINDIA
Machinery,39541.8,11958.1,16877,21659,24990,32969,39779,37887,37281.22,42268.16,,CIEINDIA
Construction in Progress,1263.3,559.3,967,602,960,542,123,1247,1194.72,536.67,,CIEINDIA
Full Time Employees,,3434,7366,5982,8351,5182,4230,4665,4258,4266,,CIEINDIA
Accum. Allowance for Doubtful Accts,489.4,321.3,385,188,175,107,92,115,74.07,51.61,,CIEINDIA
Filing Date,,,,,,,,,,,,CIEINDIA
Restatement Type,,,,,,,,,,,,CIEINDIA
Calculation Type,,,,,,,,,,,,CIEINDIA
* FYC - This company has changed its fiscal year end. Capital IQ will not create any calculated statements that mix data from before and after this change and indicates this border with the column highlighted above.,,,,,,,,,,,,CIEINDIA
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,CIEINDIA
,,,,,,,,,,,,CIEINDIA
Cash And Equivalents,1757.6,5642.6,8581.5,6103.5,8534.6,5083.6,7423.8,7932.9,6777.4,6276.3,8749.7,CIPLA
Short Term Investments,3114.3,3900.2,5849.3,37.8,1020.7,1008.1,2500.8,6666.5,17589.6,25455.7,48070.1,CIPLA
Trading Asset Securities,,,,8656.1,11022.1,21257.9,10165.2,22863.7,21949.7,30898.6,,CIPLA
Total Cash & ST Investments,4871.9,9542.8,14430.8,14797.4,20577.4,27349.6,20089.8,37463.1,46316.7,62630.6,56819.8,CIPLA
Accounts Receivable,16388.9,19977.2,23562.7,25630.5,31024.5,41507.2,38913.1,34456.8,34244.4,40570,47706.6,CIPLA
Other Receivables,355,1456,3867.1,3388,3635.7,2418.2,3291.6,1710.8,1676.7,2445.9,,CIPLA
Notes Receivable,158.7,8,189.1,95.3,199.1,62.8,56,10,35.7,75.9,2.4,CIPLA
Total Receivables,16902.6,21441.2,27618.9,29113.8,34859.3,43988.2,42260.7,36177.6,35956.8,43091.8,47709,CIPLA
Inventory,28952.6,37806.2,38080.5,34852.8,40447,39648.3,43776,46691.8,53502.4,51564.3,52379.5,CIPLA
Prepaid Exp.,,,503.4,447.7,789.3,870.9,895.1,1055.4,1106.1,1129,,CIPLA
Other Current Assets,5792.6,7122.7,7778.7,8834.6,11468,12409.3,10016.8,10707.2,10226.3,9634.9,37016.2,CIPLA
Total Current Assets,56519.7,75912.9,88412.3,88046.3,108141,124266.3,117038.4,132095.1,147108.3,168050.6,193924.5,CIPLA
"Gross Property, Plant & Equipment",65279.3,73948.4,58275.8,67537.8,75797.7,79047.6,87124.4,92605.5,98064.3,103364.8,,CIPLA
Accumulated Depreciation,-21761.3,-27182.8,-4806.5,-10241.2,-17510.4,-23975.1,-30390.9,-36116.9,-41977.1,-45967,,CIPLA
"Net Property, Plant & Equipment",43518,46765.6,53469.3,57296.6,58287.3,55072.5,56733.5,56488.6,56087.2,57397.8,60469,CIPLA
Long-term Investments,3949.2,2486.4,1752.8,1552.2,2358.6,4785.7,4545,4236.8,6787.8,5735.4,6422.1,CIPLA
Goodwill,24930.9,25682.3,27055.7,26966.7,28147.4,28691.4,29340,30072.9,31379.3,29838.6,31120.4,CIPLA
Other Intangibles,956.4,1668.7,33777.6,27486.3,22880.3,19081.5,19000.7,18282.6,17028.6,15301.4,16010,CIPLA
Loans Receivable Long-Term,71.5,,418.4,394.8,416.6,494.2,523.9,0.4,0.4,,169.8,CIPLA
"Deferred Tax Assets, LT",28.8,471.1,786.9,1681.3,1876.5,2014.1,2397.7,3146.9,4488.3,4565.4,5878,CIPLA
"Deferred Charges, LT",,,448.2,431.6,415.6,385.4,,,,,,CIPLA
Other Long-Term Assets,4057.9,4188.3,5160.6,6514.9,6082.2,4842.1,7046.4,7195.6,8131.3,13743.6,13184.4,CIPLA
Total Assets,134032.4,157175.3,211281.8,210370.7,228605.5,239633.2,236625.6,251518.9,271011.2,294632.8,327178.2,CIPLA
LIABILITIES,,,,,,,,,,,,CIPLA
Accounts Payable,9795.3,14520.6,14758.2,15711.4,21191.2,19479.9,22818.1,20668.2,25081,24570.5,24739.8,CIPLA
Accrued Exp.,2290.9,2494.4,3485.3,3153.3,5834.5,5300.5,5716.1,7676.8,6957.3,6671,,CIPLA
Short-term Borrowings,9494.2,14415.8,49779.5,4672.3,4358.7,4861.6,4471.5,3347.3,3933.4,1879,,CIPLA
Curr. Port. of LT Debt,195.7,15.7,103.7,0.7,0.7,,167.5,2277.8,145.6,3324.6,2470.2,CIPLA
Curr. Port. of Leases,,,,,,,896.9,609.6,733.6,739.4,869.7,CIPLA
Curr. Income Taxes Payable,272.9,702.3,135.7,240.1,30.8,587.4,93.4,180.6,206.2,165.8,220.3,CIPLA
"Unearned Revenue, Current",,,118.5,95.7,224.5,178.9,170,1304,813.3,466.2,,CIPLA
Other Current Liabilities,3586.8,6662.5,9379.6,9863.5,6681.8,7306.8,9597.9,9851.2,11261.7,13280.2,24157.7,CIPLA
Total Current Liabilities,25635.8,38811.3,77760.5,33737,38322.2,37715.1,43931.4,45915.5,49132.1,51096.7,52457.7,CIPLA
Long-Term Debt,3173.9,3092.8,2218.8,36453.6,36621.1,38300.7,23692.8,12027.5,4162.4,,,CIPLA
Long-Term Leases,4.8,,,,,,1830.8,1978.9,1582.8,2088.2,2254.2,CIPLA
"Unearned Revenue, Non-Current",,,986.3,887.1,932.5,833.1,674.8,636.1,514.6,521.1,619.4,CIPLA
Pension & Other Post-Retire. Benefits,0.3,130.4,13,1405.2,1379.2,1214.1,1332.7,1161.7,1002.2,1021.6,1292.6,CIPLA
"Def. Tax Liability, Non-Curr.",3118.5,3317.4,9757.3,7568.9,5033.1,4253.2,3652.1,2966.1,2439.6,1632.8,1852.9,CIPLA
Other Non-Current Liabilities,1099.8,2003.7,1882.8,500,501.1,3874.5,938.2,977.2,1003.7,1137,678.1,CIPLA
Total Liabilities,33033.1,47355.6,92618.7,80551.8,82789.2,86190.7,76052.8,65663,59837.4,57497.4,59154.9,CIPLA
Common Stock,1605.8,1605.9,1606.8,1609,1610.2,1611.4,1612.5,1612.9,1613.6,1614.3,1614.7,CIPLA
Additional Paid In Capital,14289.6,14305.9,14492.8,15052.4,15421.5,15745.9,16020.3,16133.1,16316.9,16527.7,,CIPLA
Retained Earnings,85533.3,94990.5,100952.7,109157.1,121405.1,133939.3,142605,166816.2,188138.7,212019.5,,CIPLA
Treasury Stock,,,,,,,,,,,,CIPLA
Comprehensive Inc. and Other,-925.2,-2887.4,-1890.1,-381.9,3855.1,-1173.8,-2607.8,-1296.9,2347.7,3916.3,265449.6,CIPLA
Total Common Equity,100503.5,108014.9,115162.2,125436.6,142291.9,150122.8,157630,183265.3,208416.9,234077.8,267064.3,CIPLA
Minority Interest,495.8,1804.8,3500.9,4382.3,3524.4,3319.7,2942.8,2590.6,2756.9,3057.6,959,CIPLA
Total Equity,100999.3,109819.7,118663.1,129818.9,145816.3,153442.5,160572.8,185855.9,211173.8,237135.4,268023.3,CIPLA
Total Liabilities And Equity,134032.4,157175.3,211281.8,210370.7,228605.5,239633.2,236625.6,251518.9,271011.2,294632.8,327178.2,CIPLA
Supplemental Items,,,,,,,,,,,,CIPLA
Total Shares Out. on Filing Date,802.921357,802.96044,803.384282,804.510074,805.119164,805.701266,806.235329,806.463279,806.814036,807.150593,807.367062,CIPLA
Total Shares Out. on Balance Sheet Date,802.921357,802.96044,803.384282,804.510074,805.119164,805.701266,806.235329,806.463279,806.814036,807.150593,807.367062,CIPLA
Book Value/Share,125.172283,134.520823,143.346344,155.916754,176.733962,186.325634,195.513635,227.245684,258.320865,290.005114,330.784239,CIPLA
Tangible Book Value,74616.2,80663.9,54328.9,70983.6,91264.2,102349.9,109289.3,134909.8,160009,188937.8,219933.9,CIPLA
Tangible Book Value/Share,92.930894,100.458124,67.625047,88.232083,113.354897,127.03207,135.555086,167.285732,198.322033,234.079986,272.408809,CIPLA
Total Debt,12868.6,17524.3,52102,41126.6,40980.5,43162.3,31059.5,20241.1,10557.8,8031.2,5594.1,CIPLA
Net Debt,7996.7,7981.5,37671.2,26329.2,20403.1,15812.7,10969.7,-17222,-35758.9,-54599.4,-51225.7,CIPLA
Debt Equiv. of Unfunded Proj. Benefit Obligation,339.1,595.2,417.4,89.7,-3.7,-56.1,340.4,70.9,-63.8,56.9,,CIPLA
Debt Equivalent Oper. Leases,5651.2,6196.8,8090.4,9142.4,9401.6,11331.2,5475.2,6068.8,6254.4,6948.8,,CIPLA
Total Minority Interest,495.8,1804.8,3500.9,4382.3,3524.4,3319.7,2942.8,2590.6,2756.9,3057.6,959,CIPLA
Equity Method Investments,2810.7,1214.5,168.2,124,96.2,2344.9,2349.7,2283.8,458.1,909,1300.5,CIPLA
Inventory Method,,,,,,,,,,,,CIPLA
Raw Materials Inventory,11389.2,15887.7,15750.3,13742.8,17081,16664,18272.9,19145.5,18553.7,16849.2,,CIPLA
Work in Progress Inventory,6536.3,8993.6,8486.4,6135.7,7877.3,8587.1,8228.7,8465.5,8517.1,8636.2,,CIPLA
Finished Goods Inventory,11027.1,12636.6,13259.2,14500.3,15088.1,13907.9,16713.9,18404.2,25599.5,26440.4,,CIPLA
Other Inventory Accounts,,288.3,584.6,474,400.6,489.3,560.5,676.6,832.1,1078,,CIPLA
Land,1164.8,1475.5,952.9,973.1,1072.4,1149,768.3,747.5,832.3,896.6,,CIPLA
Buildings,17974.1,20110.4,20333.9,22474.7,25502.7,25472.3,25664.4,25954.3,28633.7,28704.3,,CIPLA
Machinery,42577.3,46997.7,29567.8,36879.7,44088,48438,51859.4,55419,60792.6,62082.1,,CIPLA
Construction in Progress,3536.4,5348.8,7410.1,7192.3,5123.5,3310.5,4210,5708.4,3829,6891.7,,CIPLA
Full Time Employees,,,,,,26719,25845,25672,25927,32323,,CIPLA
"Assets on Oper. Lease, Gross",26.7,16,,,,,,,,,,CIPLA
"Assets on Oper. Lease, Accum. Depr.",-4.5,-4.8,,,,,,,,,,CIPLA
Accum. Allowance for Doubtful Accts,591.7,724,1288.6,1494.2,1589.9,1276,2885.6,2315.4,1807.1,1253,,CIPLA
Filing Date,,,,,,,,,,,,CIPLA
Restatement Type,,,,,,,,,,,,CIPLA
Calculation Type,,,,,,,,,,,,CIPLA
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,CIPLA
,,,,,,,,,,,,CIPLA
Cash And Equivalents,12676.86,15843.217,15003.097,16796.301,11374.156,14868.719,32187.95,36177.931,45448.145,40382.337,,CUB
Investment Securities,59535.574,58706.743,68264.514,70314.504,78791.061,77122.006,91167.861,94359.442,122212.247,143326.282,,CUB
Total Investments,59535.574,58706.743,68264.514,70314.504,78791.061,77122.006,91167.861,94359.442,122212.247,143326.282,,CUB
Gross Loans,162236.2,180885.4,212531,241124.9,282385.8,330652.5,345760,370210,411560,439710,,CUB
Allowance For Loan Losses,-1267.8,-1230.4,-1961.8,-2797.9,-3857.9,-3919.1,-6485.5,-8631.7,-7975.3,-9176.5,,CUB
Net Loans,160968.372,179655.004,210569.162,238326.994,278527.858,326733.408,339274.461,361578.288,403584.682,430533.457,,CUB
"Gross Property, Plant & Equipment",3594.561,4336.439,4929.035,5429.799,6026.769,6898.418,7592.472,7974.52,8604.337,9389.018,,CUB
Accumulated Depreciation,-1765,-2232.3,-2753.5,-3279,-3795.5,-4398.1,-5140.9,-5647.6,-6457.8,-6995.8,,CUB
"Net Property, Plant & Equipment",1829.516,2104.14,2175.56,2150.8,2231.266,2500.331,2451.62,2326.901,2146.546,2393.252,,CUB
Accrued Interest Receivable,1245.915,1345.957,1230.241,1185.891,1414.628,1442.889,1418.197,1058.697,1412.335,1660.14,,CUB
Restricted Cash,9119.3,9524.492,11497.613,11993.45,14990.281,14764.126,15028.527,19972.673,21421.154,26110.412,,CUB
Other Current Assets,2593.529,4059.479,4261.712,5261.138,6492.805,8605.841,8516.207,9856.286,10450.146,11093.49,,CUB
Other Long-Term Assets,1969.191,7472.237,5037.714,6678.682,5550.398,6551.563,7290.508,7786.613,8633.892,10446.25,,CUB
Total Assets,249938.257,278711.269,318039.613,352707.76,399372.453,452588.883,497335.331,533116.831,615309.147,665945.62,,CUB
LIABILITIES,,,,,,,,,,,,CUB
Interest Bearing Deposits,205748.989,224068.79,252389.017,277065.304,300664.481,352334.517,379080.953,407836.489,430704.071,476341.541,,CUB
Non-Interest Bearing Deposits,14419.927,16680.766,19192.296,24092.08,27861.737,32144.968,29243.983,37537.148,46192.627,47637.039,,CUB
Total Deposits,220168.916,240749.556,271581.313,301157.384,328526.218,384479.485,408324.936,445373.637,476896.698,523978.58,,CUB
Curr. Port. of LT Debt,,,,,,,,,,38737.6,,CUB
Long-Term Debt,3049.839,1688.164,6645.457,5309.973,17358.805,4809.085,20324.031,13456.957,53118.236,8143.349,,CUB
Accrued Interest Payable,1078.159,2129.268,2248.808,2141.281,2178.877,2545.174,2673.607,2309.556,2184.457,2830.13,,CUB
Other Current Liabilities,1819.941,1749.28,1783.8,2313.443,2976.898,4205.899,2006.179,1847.135,4749.784,3721.428,,CUB
Other Non-Current Liabilities,3572.081,5439.779,5260.278,6083.704,6699.302,8141.665,11045.905,11704.784,12502.918,13962.431,,CUB
Total Liabilities,229688.936,251756.047,287519.656,317005.785,357740.1,404181.308,444374.658,474692.069,549452.093,591373.518,,CUB
Common Stock,542.74,596.568,598.191,601.065,664.729,734.501,737.319,738.822,739.585,740.416,,CUB
Additional Paid In Capital,4519.038,8010.741,8051.872,901.943,8388.796,8530.43,8760.763,8871.76,8938.849,9017.856,,CUB
Retained Earnings,14700.23,17784.607,21219.459,10913.967,31359.766,37555.221,41064.359,45367.345,52679.212,60875.781,,CUB
Treasury Stock,,,,,,,,,,,,CUB
Comprehensive Inc. and Other,487.313,563.306,650.435,23285,1219.062,1587.423,2398.232,3446.835,3499.408,3938.049,,CUB
Total Common Equity,20249.321,26955.222,30519.957,35701.975,41632.353,48407.575,52960.673,58424.762,65857.054,74572.102,,CUB
Total Equity,20249.321,26955.222,30519.957,35701.975,41632.353,48407.575,52960.673,58424.762,65857.054,74572.102,,CUB
Total Liabilities And Equity,249938.257,278711.269,318039.613,352707.76,399372.453,452588.883,497335.331,533116.831,615309.147,665945.62,,CUB
Supplemental Items,,,,,,,,,,,,CUB
Total Shares Out. on Filing Date,656.715718,721.847038,723.811448,727.288506,731.20213,734.500818,737.319221,738.822111,739.584913,740.416385,740.751744,CUB
Total Shares Out. on Balance Sheet Date,656.715718,721.847038,723.811448,727.288506,731.20213,734.500818,737.319221,738.822111,739.584913,740.416385,740.751744,CUB
Book Value/Share,30.834226,37.342013,42.165617,49.08915,56.936859,65.905406,71.828688,79.078253,89.045967,100.716439,,CUB
Book Value/Share (Reported),30.8347,37.3388,42.1653,49.0909,62.63,65.91,71.83,79.08,89.04,100.72,,CUB
Tangible Book Value,20249.321,26955.222,30519.957,35701.975,41632.353,48407.575,52960.673,58424.762,65857.054,74572.102,,CUB
Tangible Book Value/Share,30.834226,37.342013,42.165617,49.08915,56.936859,65.905406,71.828688,79.078253,89.045967,100.716439,,CUB
Average Assets,,,,,,,,,,,,CUB
Average Loans,,,,,,,,,,,,CUB
Total Debt,3049.839,1688.164,6645.457,5309.973,17358.805,4809.085,20324.031,13456.957,53118.236,46880.949,,CUB
Debt Equiv. of Unfunded Proj. Benefit Obligation,,,,,,729.9,874,1046.9,1099.4,1168.7,,CUB
Net Debt,-9627,-14155.1,-8357.6,-11486.3,5984.649,-10059.6,-11863.9,-22721,7670.091,6498.612,,CUB
Full Time Employees,4215,4365,4517,4689,5319,5518,5741,5843,5367,6019,,CUB
Number of Branches,425,475,525,550,600,650,700,702,727,752,779,CUB
Filing Date,,,,,,,,,,,,CUB
Restatement Type,,,,,,,,,,,,CUB
Calculation Type,,,,,,,,,,,,CUB
"Note: For multiple class companies, total share counts are primary class equivalent, and for foreign companies listed as primary ADRs, total share counts are ADR-equivalent.",,,,,,,,,,,,CUB
,,,,,,,,,,,,CUB
Cash And Equivalents,,,,,295.01,94.24,92.05,93.44,578.99,124.69,106.3,CLEAN
Short Term Investments,,,,,178.36,752.71,1330.61,441.94,1065.2,632.03,3023.78,CLEAN
Trading Asset Securities,,,,,,,,1942.56,1324.64,2644.3,,CLEAN
Total Cash & ST Investments,,,,,473.37,846.95,1422.66,2477.94,2968.83,3401.02,3130.08,CLEAN
Accounts Receivable,,,,,396.6,597.68,698.33,742.25,1535.44,1461.97,1637.32,CLEAN
Other Receivables,,,,,58.89,64.13,79.25,150.54,14.27,9.94,2.18,CLEAN
Notes Receivable,,,,,,,2.27,,,,,CLEAN
Total Receivables,,,,,455.49,661.81,779.85,892.79,1549.71,1471.91,1639.5,CLEAN
Inventory,,,,,315.53,370.86,350.23,530.79,882.91,1117.12,1236.53,CLEAN
Prepaid Exp.,,,,,3.24,3.95,8.34,10.64,15.86,17.79,,CLEAN
Other Current Assets,,,,,2.27,42.22,9.04,39.21,285.85,295.64,590.32,CLEAN
Total Current Assets,,,,,1249.9,1925.79,2570.12,3951.37,5703.16,6303.48,6596.43,CLEAN
"Gross Property, Plant & Equipment",,,,,1384.98,1758.13,2274.69,3153.04,4380.96,6143.09,,CLEAN
Accumulated Depreciation,,,,,-348.7,-451.5,-587.3,-747.3,-986.9,-1343.2,,CLEAN
"Net Property, Plant & Equipment",,,,,1036.29,1306.63,1687.4,2405.71,3394.04,4799.88,6927.2,CLEAN
Long-term Investments,,,,,0.31,,,,,254.96,369.84,CLEAN
Other Intangibles,,,,,2.19,2.44,2.51,2.68,4.66,5.96,7.39,CLEAN
Loans Receivable Long-Term,,,,,8.67,9.79,12.24,,,,,CLEAN
Other Long-Term Assets,,,,,63.68,30.08,26.52,239.41,144.87,154.03,61.97,CLEAN
Total Assets,,,,,2361.04,3274.73,4298.79,6599.17,9246.73,11518.31,13962.83,CLEAN
LIABILITIES,,,,,,,,,,,,CLEAN
Accounts Payable,,,,,264.06,223.41,356.87,609.89,1021.14,805.13,1084.59,CLEAN
Accrued Exp.,,,,,52.46,96.62,113.78,170.23,99.24,120.03,3.24,CLEAN
Curr. Port. of LT Debt,,,,,4.78,24.67,24.01,,0.67,0.52,,CLEAN
Curr. Port. of Leases,,,,,,,,,,1.48,1.56,CLEAN
Curr. Income Taxes Payable,,,,,,,120.42,,37.94,59.07,65.92,CLEAN
Other Current Liabilities,,,,,56.55,66.42,154.5,239.64,190.07,168.91,444.8,CLEAN
Total Current Liabilities,,,,,377.85,411.12,769.58,1019.76,1349.06,1155.14,1600.11,CLEAN
Long-Term Debt,,,,,0.75,1.29,2.89,3.31,2.64,,,CLEAN
Long-Term Leases,,,,,,,,,,18.58,18.74,CLEAN
"Def. Tax Liability, Non-Curr.",,,,,101.75,138.84,102.03,175.69,209.24,234.24,299.45,CLEAN
Other Non-Current Liabilities,,,,,2.08,2.91,3.32,3.74,1.3,10.36,12.88,CLEAN
Total Liabilities,,,,,482.43,554.16,877.82,1202.5,1562.24,1418.32,1931.18,CLEAN
Common Stock,,,,,14.16,14.16,13.28,106.22,106.22,106.24,106.25,CLEAN
Additional Paid In Capital,,,,,61.04,61.04,61.04,,,12.37,,CLEAN
Retained Earnings,,,,,1804.17,2649.93,3360.59,5290.45,7573.44,9968.75,,CLEAN
Treasury Stock,,,,,,,,,,,,CLEAN
Comprehensive Inc. and Other,,,,,-0.8,-4.6,-13.9,,4.83,12.63,11925.4,CLEAN
