Particulars,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Company Symbol
Cash Taxes Paid,9154.5,3560.2,11736.9,9651.2,16995.7,18735.3,17396.1,18439.5,29656.4,20948.2,26090.5,GRASIM
Levered Free Cash Flow,-7049.3,4795.1,14737.6,18874.9,-89695.9,-18552.9,85342.9,106509.1,51604.6,-67491.2,-119054.1,GRASIM
Unlevered Free Cash Flow,-4384.7,8921.9,19866,23551.7,-66745.4,19168.2,127863.7,142123.7,80875.6,-30267.4,-61070.1,GRASIM
Change in Net Working Capital,6905.1,-3930.7,-771.5,11102.7,121917.3,57457.1,-54328.5,-46702.6,-22045.6,63020,56768.8,GRASIM
Net Debt Issued,-1302.1,-13186,-2937,-27597.5,52910,65312.8,-20408.1,-59275.5,-46332.2,288606,338098.9,GRASIM
Filing Date,,,,,,,,,,,,GRASIM
Restatement Type,,,,,,,,,,,,GRASIM
Calculation Type,,,,,,,,,,,,GRASIM
,,,,,,,,,,,,GRASIM
Net Income,97065.4,,93280.3,105302.2,113461.1,120176.1,129598,125702,150725.7,153228,158149.3,HCLTECH
Depreciation & Amort.,5397.3,,6595.9,8803.1,11240,13786,16176.8,23772.4,23772.4,22604.7,23188.6,HCLTECH
Amort. of Goodwill and Intangibles,638.3,,636.4,1593.2,7540.5,11794.2,17124.1,28193.3,19101.4,15097.6,13846.4,HCLTECH
"Depreciation & Amort., Total",6035.6,,7232.2,10396.3,18780.5,25580.2,33300.9,51965.7,42873.8,37702.3,37035,HCLTECH
Other Amortization,,,,,,,,,5505.2,5171.6,4921.3,HCLTECH
(Gain) Loss From Sale Of Assets,-2087.1,,-1817.6,73.4,-19,-33.5,4.8,-1167.8,-166.8,-1668.2,-83.4,HCLTECH
(Gain) Loss On Sale Of Invest.,-322.7,,-235.6,-488.9,-1992.2,-1954.8,-1475.6,-1084.4,-1167.8,-1167.8,-1584.8,HCLTECH
(Income) Loss on Equity Invest.,-156.4,,-120.5,-36.4,-190.8,-48.4,-4.4,,,,,HCLTECH
Stock-Based Compensation,-70.2,,164.9,,,,,,917.5,3169.7,3169.7,HCLTECH
Tax Benefit from Stock Options,-433.7,,-760.3,-298.9,-83.6,,,,,,,HCLTECH
Provision & Write-off of Bad debts,-332.1,,1147,112.9,1029.7,267.8,2339.9,250.2,250.2,250.2,1167.8,HCLTECH
Other Operating Activities,-4169.4,,-5458.7,2053,447.8,-7473.6,4047.8,11260.6,-3920.4,2585.8,0,HCLTECH
Change in Acc. Receivable,-23942.3,,-10121.1,-2769.6,-14940.5,-20950.4,-41260.5,6506.1,-31362.9,-33364.8,2502.4,HCLTECH
Change In Inventories,,,,,,,,834.1,2335.5,-417.1,667.3,HCLTECH
Change in Acc. Payable,1686,,1570.9,771.6,3061.8,5041.2,-1677.2,6839.8,7924.1,-1835.1,-6839.8,HCLTECH
Change in Other Net Operating Assets,7973.8,,5457.2,2296.6,-7616.9,-8758.4,20517.7,20018.9,15014.2,22354.4,27025.5,HCLTECH
Cash from Ops.,81246.9,,90338.7,117412.2,111938,111846.4,145391.4,221125.5,188928.4,186009,226130.2,HCLTECH
Capital Expenditure,-16226.4,,-14858.9,-48736.6,-69463.6,-43370,-21901.7,-21520.3,-18434.1,-17182.9,-10593.3,HCLTECH
"Sale of Property, Plant, and Equipment",164.6,,2452.7,1400.7,355.8,366.9,361.4,1751.7,1000.9,2252.1,333.6,HCLTECH
Cash Acquisitions,,,-14834.4,-6010.3,-1411.5,-33574,-73286.7,-13763,417.1,-7673.9,-20602.8,HCLTECH
Divestitures,,,,,-1866.3,,,,,,,HCLTECH
Invest. in Marketable & Equity Securt.,-18216.5,,-27142.2,-1050,38034.3,34334.8,-53875.1,-37702.3,28026.5,-23272,-44542.1,HCLTECH
Net (Inc.) Dec. in Loans Originated/Sold,-336.2,,-53.8,,,,,,,,,HCLTECH
Other Investing Activities,81.7,,,,,,16.6,6589.6,5421.8,4754.5,7673.9,HCLTECH
Cash from Investing,-34532.7,,-54436.6,-54396.1,-34351.4,-42242.2,-148685.5,-64644.4,16432.2,-41122.2,-67730.6,HCLTECH
Short Term Debt Issued,8091.4,,,2502.8,,16783,23227.4,9175.3,583.9,917.5,3503.3,HCLTECH
Long-Term Debt Issued,1213.9,,,389.9,373.1,37723.5,3221.8,42206.5,250.2,333.6,83.4,HCLTECH
Total Debt Issued,9305.3,,10620,2892.6,373.1,54506.5,26449.2,51381.9,834.1,1251.2,3586.7,HCLTECH
Short Term Debt Repaid,-6038.5,,,-4348.3,-425,-8341.2,-10961.9,-17516.5,-583.9,-917.5,-3503.3,HCLTECH
Long-Term Debt Repaid,-7359.4,,,-3036.7,-1733.6,-2238.5,-4650.6,-48128.8,-12845.5,-29110.8,-13512.8,HCLTECH
Total Debt Repaid,-13398,,-4551.1,-7385,-2158.5,-10579.7,-15612.5,-65645.3,-13429.3,-30028.4,-17016.1,HCLTECH
Issuance of Common Stock,140,,13.9,1.9,1.3,0.8,1.3,,,,,HCLTECH
Repurchase of Common Stock,,,,,-45258.9,-45044,,,-9008.5,,,HCLTECH
Common Dividends Paid,-37830.8,,-42859.7,-50653.7,-26263.4,-15730.6,-19033.1,-36701.3,-97091.7,-134627.1,-141717.2,HCLTECH
Total Dividends Paid,-37830.8,,-42859.7,-50653.7,-26263.4,-15730.6,-19033.1,-36701.3,-97091.7,-134627.1,-141717.2,HCLTECH
Special Dividend Paid,,,,,,,,,-30362,,,HCLTECH
Other Financing Activities,433.7,,757.9,-111.4,-306.5,2799,-3827.7,-73903.1,-13262.5,-1167.8,-667.3,HCLTECH
Cash from Financing,-41349.8,,-36019,-55255.5,-73612.8,-14048.2,-12022.9,-124867.9,-162319.9,-164572.1,-155813.8,HCLTECH
Foreign Exchange Rate Adj.,-1796.1,,-1888.8,-15.9,489.6,-5604,-2835.2,1334.6,-1751.7,-4003.8,-166.8,HCLTECH
Net Change in Cash,3568.3,,-2005.6,7744.6,4463.4,49951.9,-18152.1,32947.8,41289,-23689,2419,HCLTECH
Supplemental Items,,,,,,,,,,,,HCLTECH
Cash Interest Paid,239.1,,98.6,169.5,254.8,195.9,1595.4,1584.8,750.7,834.1,667.3,HCLTECH
Cash Taxes Paid,27716.3,,21849.4,24318.6,32443.9,33594.2,31597.5,39871,39704.2,40204.6,45292.8,HCLTECH
Levered Free Cash Flow,44582,,,40184.6,-10786.5,71623.3,150555.3,75862.3,142686.8,136086.8,183454.5,HCLTECH
Unlevered Free Cash Flow,45318.7,,,40854.8,-9998.5,72921.1,153214.6,78468.9,144407.2,138380.7,186947.4,HCLTECH
Change in Net Working Capital,13426.4,,,-5459.8,40229.7,-2712.3,-40389.8,60777.1,-417.1,9759.2,-26358.2,HCLTECH
Net Debt Issued,-4092.7,,6068.9,-4492.3,-1785.4,43926.7,10836.7,-14263.5,-12595.2,-28777.2,-13429.3,HCLTECH
Filing Date,,,,,,,,,,,,HCLTECH
Restatement Type,,,,,,,,,,,,HCLTECH
Calculation Type,,,,,,,,,,,,HCLTECH
Currency,,,,,,,,,,,,HCLTECH
Exchange Rate,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,83.4,HCLTECH
Conversion Method,,,,,,,,,,,,HCLTECH
* FYC - This company has changed its fiscal year end. Capital IQ will not create any calculated statements that mix data from before and after this change and indicates this border with the column highlighted above.,,,,,,,,,,,,HCLTECH
,,,,,,,,,,,,HCLTECH
Net Income,87434.8,106888.9,128013.3,152255.7,185100.2,223324.3,272539.5,318332.1,380527.5,459971.1,640620.4,HDFCBANK
Depreciation & Amort.,6886.8,6804.5,7380.3,8861.9,9667.8,12206.7,12767.7,13850.1,16807.3,23454.7,30920.8,HDFCBANK
"Depreciation & Amort., Total",6886.8,6804.5,7380.3,8861.9,9667.8,12206.7,12767.7,13850.1,16807.3,23454.7,30920.8,HDFCBANK
(Gain) Loss On Sale of Assets,-33.7,-111.3,1.2,16.2,11.8,-62.1,81.9,2.9,32.5,-80.5,-74167.8,HDFCBANK
(Gain) Loss On Sale Of Invest.,700.2,211,1323,1592.6,5477.6,4687.1,12035.2,22507.9,-7250.8,13970.2,-59910.5,HDFCBANK
Provision for Credit Losses,21426.4,23802.9,30978.8,41586.6,64129.1,86086.3,141231.4,192100.8,187051.6,138540.8,141182.8,HDFCBANK
(Income) Loss on Equity Invest.,-36.3,-32.5,-37.3,-23.4,-5.2,,,,,,,HDFCBANK
Stock-Based Compensation,,,,,,,,,3412.4,7870.6,17317.3,HDFCBANK
Change in Other Net Operating Assets,-783602.5,-1180325.2,-1464333.7,-1008680.3,-1547539.6,-2289975.5,-2844603.4,-1976345.9,-2921841.1,-3672014.1,-3866710.3,HDFCBANK
Other Operating Activities,-555,-2081.3,-3575.7,4597,2893,-6257.6,212.1,-20820.8,-21156.6,-10178,-8207.4,HDFCBANK
Cash from Ops.,-667779.3,-1044842.9,-1300250.1,-799793.7,-1280265.2,-1969990.8,-2405735.5,-1450372.9,-2362417.2,-3038465.2,-3178954.7,HDFCBANK
Capital Expenditures,-8530.9,-7723.6,-8771.6,-11577.6,-8477.7,-16206.1,-16358.7,-16961.5,-22362.4,-34665.7,-42867.2,HDFCBANK
"Sale of Property, Plant and Equipment",130,331.1,116.1,100.8,99.2,222,189.5,152.8,199.1,426.8,998.2,HDFCBANK
Cash Acquisitions,-2265.8,-715.7,,,-143.3,,,,,,,HDFCBANK
Divestitures,,,,,,,,,,,95006.7,HDFCBANK
Net Cash from Investments,,,,,,,,,,,,HDFCBANK
Net (Increase)/Decrease in Loans Orig/Sold,,,,,,,,,,,,HDFCBANK
Deferred Charges,,,,,,,,,,,,HDFCBANK
Total Other Investing Activities,,,,,,,,,,,,HDFCBANK
Cash from Investing,-10666.6,-8108.2,-8655.5,-11476.8,-8521.9,-15984.1,-16169.2,-16808.7,-22163.3,-34238.9,53137.7,HDFCBANK
Short Term Debt Issued,,,,,,,,,,,,HDFCBANK
Long-Term Debt Issued,100438,102696.8,402081.1,,601014.4,41656.9,291015.4,3565,526208.3,410072.9,23500,HDFCBANK
Total Debt Issued,100438,102696.8,402081.1,,601014.4,41656.9,291015.4,3565,526208.3,410072.9,23500,HDFCBANK
Short Term Debt Repaid,,,,,,,,,,,,HDFCBANK
Long-Term Debt Repaid,,-4140,-12020,-52983.2,-20750,-28750,,-94940.7,-36500,-120770,-75728.4,HDFCBANK
Total Debt Repaid,,-4140,-12020,-52983.2,-20750,-28750,,-94940.7,-36500,-120770,-75728.4,HDFCBANK
Issuance of Common Stock,7232.9,107182,12229,22615.2,27259.1,257904.3,18486.8,17601,26097.6,34158.3,84425.4,HDFCBANK
Common Dividends Paid,-13140.7,-16492.8,-20091.7,-24083.1,-28312.7,-40958.9,-49836.3,,-35924,-86045.2,-84044.2,HDFCBANK
Total Dividends Paid,-13140.7,-16492.8,-20091.7,-24083.1,-28312.7,-40958.9,-49836.3,,-35924,-86045.2,-84044.2,HDFCBANK
Net Incr. (Decr.) in Deposit Accounts,709885.6,832033.2,955896.4,972609.6,1452408.9,1341275.4,2237044.6,1875137.4,2242821.5,3246602.2,3369648.1,HDFCBANK
Special Dividend Paid,,,,,,,-16469.5,,,,,HDFCBANK
Other Financing Activities,-1828.8,-2307.4,-4047.1,-4478.7,-5434.2,1454.6,748.5,561.2,1358.3,1989.6,12016.6,HDFCBANK
Cash from Financing,802587.1,1018971.9,1334047.8,913679.8,2026185.5,1572582.3,2480989.5,1801923.9,2724061.7,3486007.8,3329817.5,HDFCBANK
Foreign Exchange Rate Adj.,-318.5,109.2,282.4,-282.6,105.9,953.5,2139.9,-1418.3,1651,4317.1,1049.4,HDFCBANK
Misc. Cash Flow Adj.,,,,295.6,,,,,,,111817.1,HDFCBANK
Net Change in Cash,123822.6,-33870.1,25424.6,102422.4,737504.4,-412439.1,61224.7,333324,341132.2,417620.8,316867,HDFCBANK
Supplemental Items,,,,,,,,,,,,HDFCBANK
Cash Interest Paid,137.6,128.6,119.8,71,87.1,66.2,103.5,196.1,270.6,176.2,,HDFCBANK
Cash Taxes Paid,44322.1,59272.3,74968,82144.4,106199.7,124983.1,108773.7,130214.5,148381.6,163674.9,228428.4,HDFCBANK
Net Debt Issued,100438,98556.8,390061.1,-52983.2,580264.4,12906.9,291015.4,-91375.7,489708.3,289302.9,-52228.4,HDFCBANK
Filing Date,,,,,,,,,,,,HDFCBANK
Restatement Type,,,,,,,,,,,,HDFCBANK
Calculation Type,,,,,,,,,,,,HDFCBANK
,,,,,,,,,,,,HDFCBANK
Net Income,7253.1,7855.1,8167.9,8869.2,11072,12779.3,12974.4,13608.7,13269.3,13682.8,15740.8,HDFCLIFE
Depreciation & Amort.,226,288.7,308.4,412.4,447.1,455.1,465,506.1,523.8,439.8,,HDFCLIFE
"Depreciation & Amort., Total",226,288.7,308.4,412.4,447.1,455.1,465,506.1,523.8,439.8,,HDFCLIFE
Other Amortization,183.3,141.2,143.6,,,,,,,313.2,,HDFCLIFE
Other Operating Activities,46556.7,36309.9,48254.6,53020.9,55873.7,85448.6,60437.1,82913.5,45632.3,54395.9,91472.7,HDFCLIFE
Cash from Ops.,54219.1,44594.9,56874.5,62302.4,67392.8,98683,73876.6,97028.4,59425.4,68831.7,107213.5,HDFCLIFE
Capital Expenditures,-406.5,-1080.3,-342.5,-479.1,-338.8,-451.3,-385.8,-612.1,-566.4,-875.7,-1359.5,HDFCLIFE
"Sale of Property, Plant and Equipment",12.2,4.9,7.6,3.6,10.7,17.2,17.3,9.4,10.8,16.6,16.1,HDFCLIFE
Cash Acquisitions,,,,,,,,,-6283.6,,,HDFCLIFE
Divestitures,,,,,,,,,,,,HDFCLIFE
Net Cash from Investments,-77635.8,-61952.9,-73934.4,-92081.5,-91478.7,-157045.5,-138601.5,-171019.1,-104423.1,-230797.5,-295057.5,HDFCLIFE
Net (Increase)/Decrease in Loans Orig/Sold,-111.8,-1014.2,-34.3,-1.2,-72.4,-618.5,-2194.6,-1250,-2425.8,-3136.3,-3119,HDFCLIFE
Deferred Charges,,,,,,,,,,,,HDFCLIFE
Total Other Investing Activities,23126.9,28897.8,34712.7,40806,47667.7,56280.4,63096.3,83409,105618.5,133919.2,163352.8,HDFCLIFE
Cash from Investing,-55015,-35144.7,-39590.9,-51752.1,-44211.5,-101817.8,-78068.4,-89462.8,-8069.5,-100873.8,-136167.1,HDFCLIFE
Short Term Debt Issued,,,,,,,,,,,,HDFCLIFE
Long-Term Debt Issued,,,,,,,,6000,,3500,,HDFCLIFE
Total Debt Issued,,,,,,,,6000,,3500,,HDFCLIFE
Short Term Debt Repaid,,,,,,,,,,,,HDFCLIFE
Long-Term Debt Repaid,,,,,,,,,,,,HDFCLIFE
Total Debt Repaid,,,,,,,,,,,,HDFCLIFE
Issuance of Common Stock,,,36.7,288.9,1325,597.5,379.7,782.9,2103.1,20339.6,737,HDFCLIFE
Common Dividends Paid,-997.4,-1396.4,-1795.5,-2197.4,-2732.2,-3288.3,,,,,,HDFCLIFE
Total Dividends Paid,-997.4,-1396.4,-1795.5,-2197.4,-2732.2,-3288.3,,,,,,HDFCLIFE
Annuity Receipts,,,,,,,,,,,,HDFCLIFE
Annuity Payments,,,,,,,,,,,,HDFCLIFE
Special Dividend Paid,,,,,,,,,,,,HDFCLIFE
Other Financing Activities,-169.5,-279.2,-365.5,-447.3,-556.2,-680.9,,,-4484.9,-3992.4,-4770.9,HDFCLIFE
Cash from Financing,-1166.9,-1675.6,-2124.3,-2355.8,-1963.5,-3371.7,379.7,6782.9,-2381.9,19847.1,-4033.9,HDFCLIFE
Foreign Exchange Rate Adj.,,,-29.3,-20.6,2.4,-2.4,175.5,-54,61.1,160.6,30.5,HDFCLIFE
Net Change in Cash,-1962.8,7774.6,15130,8173.9,21220.2,-6508.9,-3636.6,14294.5,49035.1,-12034.4,-32957,HDFCLIFE
Supplemental Items,,,,,,,,,,,,HDFCLIFE
Cash Interest Paid,,,,,,,,,,,4770.9,HDFCLIFE
Cash Taxes Paid,1005.1,1819.6,2531.6,2561.7,3033.6,3846.2,2784.7,2534,1949.4,4624.2,-13915.5,HDFCLIFE
Net Debt Issued,,,,,,,,6000,,3500,,HDFCLIFE
Levered Free Cash Flow,-762.1,10467.9,8508.1,13601.3,13914.1,6900.8,4210.4,16545.3,7728.3,14324.2,8589.6,HDFCLIFE
Unlevered Free Cash Flow,-693.4,10467.9,8558.8,13657.9,13981.3,6987.9,4317,16829.4,7978.5,14712.9,8589.6,HDFCLIFE
Change In Net Working Capital,5728.3,-5343.8,-2242.5,-6812.5,-5533,2868.7,5496.3,-5946.1,1750.9,-4945.1,-3841,HDFCLIFE
Filing Date,,,,,,,,,,,,HDFCLIFE
Restatement Type,,,,,,,,,,,,HDFCLIFE
Calculation Type,,,,,,,,,,,,HDFCLIFE
,,,,,,,,,,,,HDFCLIFE
Net Income,21026.6,23647,31419.8,35842.7,37204,34440.9,36381.1,29177.5,23168.8,28099.6,37448.3,HEROMOTOCO
Depreciation & Amort.,2177.3,2716.2,3874.8,4516.8,5302.9,5476.4,7109.2,6649.9,6380.9,6284.3,7573.6,HEROMOTOCO
Amort. of Goodwill and Intangibles,8131,2011.4,6.5,11.6,14.7,16.8,16.9,16.8,16.8,16.8,,HEROMOTOCO
"Depreciation & Amort., Total",10308.3,4727.6,3881.3,4528.4,5317.6,5493.2,7126.1,6666.7,6397.7,6301.1,7573.6,HEROMOTOCO
Other Amortization,765.4,676.9,551.2,494.1,432.2,751.2,1331.5,484.5,497.5,672.8,,HEROMOTOCO
(Gain) Loss From Sale Of Assets,133,221.6,1084.8,1700.6,87.4,58.1,82.9,37.8,96.1,-7.3,-7,HEROMOTOCO
(Gain) Loss On Sale Of Invest.,-2989.4,-1750.9,-2334.9,-3174.5,-2906.8,-3197.2,-3578.5,-4548.4,-3329.3,-3003.1,-5238.3,HEROMOTOCO
Asset Writedown & Restructuring Costs,,39.4,,,,,,,,,,HEROMOTOCO
(Income) Loss on Equity Invest.,,,-343.3,-3170.1,-496.6,-601.9,-346.3,465.6,1990.5,-31.1,1202.5,HEROMOTOCO
Stock-Based Compensation,,6.7,9.3,34.2,53.5,65.5,101.5,88.6,100,160.4,237.4,HEROMOTOCO
Provision & Write-off of Bad debts,8.5,7,,,,,530.4,469,7.4,103.3,196.6,HEROMOTOCO
Other Operating Activities,-172.9,-2160.9,-274.2,-583.1,-1493.8,-7229.5,1598,-1114,-1207,44.6,-2254.1,HEROMOTOCO
Change in Acc. Receivable,-2594.6,-4519.4,897.5,-2696.8,1247.8,-13181.4,11801.6,-8096.7,1154.5,-5713.1,695.9,HEROMOTOCO
Change In Inventories,-327.9,-1918.4,994,534.1,-2541,-2868.6,-327.9,-5069.5,3168.6,-2839.8,4.9,HEROMOTOCO
Change in Acc. Payable,4179.3,5639.2,750.3,5908.6,1090.6,629.8,-3106.3,21365.6,-9210.9,4170.5,8627.2,HEROMOTOCO
Change in Other Net Operating Assets,-706.1,-2760.7,587.9,653.7,2177.2,-4037.4,3587.2,1177.8,-1796.9,-1819.5,743.7,HEROMOTOCO
Cash from Ops.,29630.2,21855.1,37223.7,40071.9,40172.1,10322.7,55181.3,41104.5,21037,26138.4,49230.7,HEROMOTOCO
Capital Expenditure,-9414.7,-12329.3,-16384.5,-12381.1,-8241.6,-9795.6,-12878,-5810.2,-5696.6,-6042.5,-7878.9,HEROMOTOCO
"Sale of Property, Plant, and Equipment",40.5,27.1,99.8,15.8,26.6,41.7,,71.8,108.2,428.8,107,HEROMOTOCO
Cash Acquisitions,,,,,,,,,,,,HEROMOTOCO
Divestitures,,,,,,,,,,,,HEROMOTOCO
Invest. in Marketable & Equity Securt.,-1576.2,11968.9,-8424.3,-9308.7,-12625.3,19358.9,-18723.2,-18274.6,1823.9,-596.4,-15110.1,HEROMOTOCO
Net (Inc.) Dec. in Loans Originated/Sold,,,,,,,,,,,,HEROMOTOCO
Other Investing Activities,-5227.6,647.1,1707.2,1954.5,2258.2,3371.3,3409.8,1119.8,1544.8,1996.8,4603.3,HEROMOTOCO
Cash from Investing,-16178,313.8,-23001.8,-19719.5,-18582.1,12976.3,-28191.4,-22893.2,-2219.7,-4213.3,-18278.7,HEROMOTOCO
Short Term Debt Issued,,880,474.7,,255.5,1084,,1287,204.6,,702.9,HEROMOTOCO
Long-Term Debt Issued,,120,1339.8,619.2,,,,11.6,,,,HEROMOTOCO
Total Debt Issued,,1000,1814.5,619.2,255.5,1084,,1298.6,204.6,,702.9,HEROMOTOCO
Short Term Debt Repaid,-10,,,-335.2,,,-185.1,,,-241.6,,HEROMOTOCO
Long-Term Debt Repaid,,,,,-582.7,-247.9,-1957.7,-291.7,-395.9,-231,-314.1,HEROMOTOCO
Total Debt Repaid,-10,,,-335.2,-582.7,-247.9,-2142.8,-291.7,-395.9,-472.6,-314.1,HEROMOTOCO
Issuance of Common Stock,12,,5.6,14.5,26.6,19.8,1.2,78.3,50.4,32.4,104.1,HEROMOTOCO
Common Dividends Paid,-11992.9,-18970.3,-13978.1,-17373.4,-16975,-19286,-19374.4,-18978,-18981.2,-19983.3,-27020.9,HEROMOTOCO
Total Dividends Paid,-11992.9,-18970.3,-13978.1,-17373.4,-16975,-19286,-19374.4,-18978,-18981.2,-19983.3,-27020.9,HEROMOTOCO
Special Dividend Paid,,,,,,,,,,,,HEROMOTOCO
Other Financing Activities,-2146.4,-3341,-2589.3,-3283.7,-3748.9,-4093.9,-4502,-625.4,-631.2,-1048.8,-637.9,HEROMOTOCO
Cash from Financing,-14137.3,-21311.3,-14747.3,-20358.6,-21024.5,-22524,-26018,-18518.2,-19753.3,-21472.3,-27165.9,HEROMOTOCO
Misc. Cash Flow Adj.,23,,,,,0.1,,,,,,HEROMOTOCO
Net Change in Cash,-662.1,857.6,-525.4,-6.2,565.5,775.1,971.9,-306.9,-936,452.8,3786.1,HEROMOTOCO
Supplemental Items,,,,,,,,,,,,HEROMOTOCO
Cash Interest Paid,118.2,117,139.7,274,312.5,369.3,466.7,461.9,528.5,1048.8,763.7,HEROMOTOCO
Cash Taxes Paid,8532.7,13222.4,13879.8,15407.1,18585.7,24604.7,9541.8,9832.8,7852,8565.6,13291.7,HEROMOTOCO
Levered Free Cash Flow,13687.7,3110.5,30934,21322.5,26697.4,4543.2,28369.8,31089.7,12657.8,17695.7,38579.1,HEROMOTOCO
Unlevered Free Cash Flow,13761.6,3183.6,31008.1,21468.8,26864.7,4736.6,28480.9,31260.2,12841.7,18238.6,39056.4,HEROMOTOCO
Change in Net Working Capital,3259.7,8596.6,-18072.4,-3240.6,489.9,19312.9,-12513.8,-8649,5819.9,4406.7,-10422.6,HEROMOTOCO
Net Debt Issued,-10,1000,1814.5,284,-327.2,836.1,-2142.8,1006.9,-191.3,-472.6,388.8,HEROMOTOCO
Filing Date,,,,,,,,,,,,HEROMOTOCO
Restatement Type,,,,,,,,,,,,HEROMOTOCO
Calculation Type,,,,,,,,,,,,HEROMOTOCO
,,,,,,,,,,,,HEROMOTOCO
Net Income,21750.1,8542.1,-2507.4,18997.4,60829.2,54960,37670,34830,137300,100970,101550,HINDALCO
Depreciation & Amort.,33468.3,34933.8,43468,44572.4,39602.4,42020,45280,57620,58570,62130,75210,HINDALCO
Amort. of Goodwill and Intangibles,,,,,5460,5750,5630,8660,8720,8730,,HINDALCO
"Depreciation & Amort., Total",33468.3,34933.8,43468,44572.4,45062.4,47770,50910,66280,67290,70860,75210,HINDALCO
(Gain) Loss From Sale Of Assets,-374.1,-1584.2,223.7,491.7,660.4,670,70,350,1000,460,780,HINDALCO
(Gain) Loss On Sale Of Invest.,,,,-5549,-4148.9,-3230,-4560,-5430,-3590,-2020,-2260,HINDALCO
Asset Writedown & Restructuring Costs,1807.8,11229.6,7223.3,115.4,1002.5,-190,1090,1380,1550,2080,3600,HINDALCO
Provision for Credit Losses,,,,,,290,10,50,1450,,,HINDALCO
(Income) Loss on Equity Invest.,,,-1715.4,251.4,1250.9,,-40,-50,-60,-90,-20,HINDALCO
Stock-Based Compensation,38.5,72.8,96.2,55.7,19.4,100,280,150,350,480,570,HINDALCO
Provision & Write-off of Bad debts,,,,,,,210,-310,100,110,,HINDALCO
Net Cash From Discontinued Ops.,,,-1605.2,,,,,-6800,170,-470,,HINDALCO
Other Operating Activities,13243.6,19099.3,30611.1,64045.8,17017.2,36230,52790,66670,54140,24270,41690,HINDALCO
Change in Acc. Receivable,-21004.1,-16168,26296.4,-11236.4,-4650.2,-13620,24240,-20010,-78860,57510,10,HINDALCO
Change In Inventories,-15713.2,-18697.5,36047.1,-22046.8,-29796.3,-90,-3470,-46400,-136900,28390,23810,HINDALCO
Change in Acc. Payable,46340.3,34002.9,-21266,37177.1,21730.2,-1430,-25230,73610,126830,-64090,-17310,HINDALCO
Change in Other Net Operating Assets,,,5.6,,,-1690,-6520,8000,-2390,-26380,12930,HINDALCO
Cash from Ops.,79557.2,71430.8,116877.4,126874.7,108976.8,119770,127450,172320,168380,192080,240560,HINDALCO
Capital Expenditure,-94235.7,-59776.2,-42451.7,-29376.2,-30007.5,-60010,-69170,-55650,-54260,-98420,-157280,HINDALCO
"Sale of Property, Plant, and Equipment",1074.4,2616,1935.9,680.3,450.6,330,590,480,710,1000,500,HINDALCO
Cash Acquisitions,,,,,,,,-195240,-4120,,,HINDALCO
Divestitures,,,236.3,480.5,20531.5,,250,,660,240,,HINDALCO
Invest. in Marketable & Equity Securt.,5316.2,10510.4,-8625.8,-4176.4,55580,-3140,-22340,-28180,45880,-2880,18260,HINDALCO
Net (Inc.) Dec. in Loans Originated/Sold,1234,3978.3,,,-1325.1,940,2760,-2510,-62000,14060,-10090,HINDALCO
Other Investing Activities,5464.2,4740.6,13687.1,4506.5,5028,5400,3640,24730,2390,4790,5850,HINDALCO
Cash from Investing,-81146.9,-37930.9,-35218.2,-27885.3,50257.5,-56480,-84270,-256370,-70740,-81210,-142760,HINDALCO
Short Term Debt Issued,27178.8,25047.9,,,,9720,40540,17830,21610,39510,,HINDALCO
Long-Term Debt Issued,220277.2,82024.3,61119.1,309325.5,65.5,70,155370,141050,141970,7010,39900,HINDALCO
Total Debt Issued,247456,107072.2,61119.1,309325.5,65.5,9790,195910,158880,163580,46520,39900,HINDALCO
Short Term Debt Repaid,,,-45899.2,-18979.5,-31386.4,,,,-8520,,-38790,HINDALCO
Long-Term Debt Repaid,-198767.3,-78748.9,-51223.3,-315776.3,-91541.7,-24230,-86450,-168590,-182810,-101370,-62500,HINDALCO
Total Debt Repaid,-198767.3,-78748.9,-97122.5,-334755.8,-122928.1,-24230,-86450,-168590,-191330,-101370,-101290,HINDALCO
Issuance of Common Stock,16239.9,40.5,0.6,33140.7,137.3,50,70,50,210,60,200,HINDALCO
Repurchase of Common Stock,,,,,,-1240,-70,,-940,-1310,-1190,HINDALCO
Common Dividends Paid,-3148.5,-2488,-2558.3,-2479.4,-2937.6,-3230,-3200,-2220,-6670,-8900,-6670,HINDALCO
Total Dividends Paid,-3148.5,-2488,-2558.3,-2479.4,-2937.6,-3230,-3200,-2220,-6670,-8900,-6670,HINDALCO
Special Dividend Paid,,,,,,,,,,,,HINDALCO
Other Financing Activities,-46854.2,-50246.6,-50057.4,-60753.7,-38461.1,-35800,-39700,-36940,-32500,-38450,-39120,HINDALCO
Cash from Financing,14925.9,-24370.8,-88618.5,-55522.7,-164124,-54660,66560,-48820,-67650,-103450,-108170,HINDALCO
Foreign Exchange Rate Adj.,193,-795.6,3035,-874.2,3075.2,1920,12000,3570,3010,4570,90,HINDALCO
Misc. Cash Flow Adj.,,,-17.4,-2989,,,,,,,,HINDALCO
Net Change in Cash,13529.2,8333.5,-3941.7,39603.5,-1814.5,10550,121740,-129300,33000,11990,-10280,HINDALCO
Supplemental Items,,,,,,,,,,,,HINDALCO
